Age,Income,CreditScore,AccountTenure,MonthlySpending,TransactionFrequency,AvgAccountBalance,NumProducts,AppUsageScore,SupportCalls
55,104243.8261876937,713.9412247801635,16,3642.620492124124,25,16546.249626884703,7,7.315579366802064,1
45,82239.7542762129,676.3561153768704,13,2051.918774518293,75,4915.122488886906,2,7.806986078321431,8
55,16975.407642586608,773.0693026757423,13,1996.0072274479653,97,2896.854732165026,5,8.019659821499014,6
45,95365.96616793543,550.0171493950534,17,2149.498629437618,100,20639.778296829845,6,5.300895750877519,8
49,60833.78074263883,811.2834055573176,7,1182.6726184189808,36,15404.634353324345,4,4.868944823123632,1
38,55352.01786999057,711.9194364567082,8,1680.5926457781186,57,500.0,2,1.099252758420103,8
38,69021.90593165957,631.2192726967777,13,1631.7040916318854,63,10972.473419327953,4,9.339014036276541,9
22,39019.86154859027,724.0393536451139,16,2499.3729715983663,73,7862.014956757757,5,6.4297709055004875,8
55,60055.64741843158,757.8452852773822,4,3503.374786846921,66,38927.84804781305,2,2.828385434709713,10
36,92408.59290208147,686.8608134782213,8,4244.456916255366,8,21956.786224576135,5,9.27643077479293,8
61,72447.93741046576,574.1047769513094,16,2568.626340630238,90,43540.09142555838,6,9.234387115932668,9
56,61168.02944205336,662.3691778191736,10,3047.7637017144493,22,9350.386634491131,1,9.902657479294863,9
53,61792.163198552174,742.3637031825283,12,2792.0725670892343,103,15633.021668839549,3,8.86650906825081,3
24,36372.12033402397,709.7998840536425,12,200.0,85,25798.29837853571,7,9.980059490380583,9
53,57000.24217200549,670.6095781498776,5,1122.5309057676711,118,29061.989158610508,2,3.2021756931094534,2
34,27314.093287404652,758.4989498534861,16,3413.5171493976877,118,30814.86608679448,3,8.580246266793107,5
41,80448.81904787621,724.3583504499378,1,3530.182206303495,60,6682.856713497862,1,8.407254779161882,2
40,16285.790350493146,728.9803493563006,9,3502.7296301439646,28,7104.812945141071,2,3.0784632329866035,10
28,77098.0075924142,655.361918481152,12,2286.625618643933,70,14668.695927692352,3,1.885937941008917,8
27,79588.21801668123,649.556979095234,5,200.0,17,42213.60296128396,3,9.814784623098397,2
23,86375.29231454388,578.0024167590187,3,1265.7700171849933,66,4989.752248526958,2,3.6642209636854934,1
37,61737.18326323605,664.4364946437646,5,1449.3905852234057,58,12096.124907650179,3,8.838026114210255,7
53,78332.56932315059,736.1235232278876,2,3254.5222949088543,19,30947.868716347803,3,1.037144392071435,5
32,56805.06719269568,667.7544021790648,14,2071.154684300085,73,30145.3139712323,2,1.1892232649764198,7
42,36266.05764624133,706.7323307917403,2,4528.4806097565015,7,28331.27551726879,7,5.192841778267315,6
42,90614.6478507599,746.6719613991968,13,4261.1660054329095,41,21212.653711689534,3,3.148432155415572,2
50,58062.28340769851,702.369979507918,7,4508.438135465036,41,4022.9956767539607,3,7.208571550923678,7
58,31809.773650536114,708.2308857056481,10,1400.1844076281336,105,9638.361066467967,7,6.090078930111589,9
58,50663.70108420436,598.5306522777468,13,3089.0694545698857,7,36897.35263893426,4,1.697372177054423,0
28,51453.506348636576,660.6461129538814,16,1926.9710932745566,67,31604.55999883612,6,2.4636546668414536,0
47,69233.93836248424,783.5975903897958,14,2893.4461818799487,39,500.0,4,4.492443430525729,9
47,106940.94966745462,686.2278308657656,11,1533.263508707248,56,33041.864445572326,1,2.6704365755988984,7
54,70448.3722656513,793.8042909197945,10,3971.3876410617468,91,39631.67658146503,4,8.130001125195356,8
41,64136.87703993051,636.6130621616632,6,1555.6821397553372,32,20807.46183070507,4,4.744632119979521,9
50,109115.5239912511,694.0368471280724,4,200.0,98,26394.2177101941,1,1.8408868015824935,5
53,79577.8707982545,657.0392937468879,1,4940.536978891794,22,35172.277783643134,3,5.359086120449124,4
48,65084.98408269857,715.5190811074732,7,3030.996015481516,40,9564.254057563972,3,1.8175436295527274,1
53,50411.7628236381,733.7005200836072,9,1217.0478826982464,37,54943.96706932221,4,2.1604357487783545,10
25,66324.00152409122,716.147965742054,8,2305.2746619170357,68,38346.16967969798,1,3.1564884882538475,8
39,58672.19191813727,742.5111286248817,5,1807.7714863397389,30,27860.42220805193,3,8.735749347227408,5
24,61828.682551179925,679.2096206886604,19,2506.8897361653276,52,19482.382337229326,5,9.321512790996747,7
55,86288.04849538946,668.5682979401794,10,3463.337003097785,44,27421.66166920621,2,8.436319563988622,8
37,49193.55633725024,574.5084195634417,11,3274.9349114843567,21,500.0,2,4.006694956760625,8
64,70270.81416327028,718.3070561098739,15,2804.4748246102167,44,51231.31651864428,6,3.452017969979485,7
48,78978.79979675187,690.3310455344094,6,2506.303735971411,11,36933.37360163525,2,5.9424012171121525,11
50,46757.74966351181,675.925115746248,15,3794.404909033613,61,41960.20395203383,4,7.496678444798011,9
49,43547.571690217985,668.5509556727393,5,200.0,12,20461.357455255387,2,9.940355093441573,7
26,56993.161548381926,677.7872263193726,19,1601.2807680874744,60,14595.662058805583,2,2.184136406910336,2
55,50767.40819487078,665.825832110125,19,1325.6046000925987,35,9885.391949745861,5,1.4436279912142398,2
61,83046.65217483009,648.3179696862018,10,3707.5093276034695,63,32203.619132702097,3,7.249203000957439,1
57,39964.63442870691,694.3753328434501,12,1613.0888611858345,62,12311.793805155936,5,8.490032051535149,0
44,61369.4273705734,709.0495471359771,4,956.8535292514621,16,17189.646002229394,4,8.617139018797808,3
49,110920.9666680895,633.7659251368292,18,3159.1930553403195,52,28195.98690012875,2,7.106171941694446,1
51,68261.13067572365,655.9558658487565,16,1409.5029029083296,35,10110.075247454919,7,9.586142237072684,1
55,71585.8028860977,667.7226949241079,8,2079.128220989971,112,35659.201459747856,3,5.599042871901283,10
53,83213.6499139425,680.2887984426071,4,5357.372681058037,87,19733.883831652183,6,9.224333185025912,10
41,50741.01869149281,672.308871824854,12,3444.566264804168,67,500.0,6,9.710309232923708,4
52,38371.60742509192,719.5832719793837,2,2246.7512711023905,78,9949.959818475081,2,8.62441711302797,3
43,63530.22552325489,580.8579790577714,4,2354.64624886698,43,39622.781749553964,2,3.7878270693275855,0
53,65308.07656697075,591.497768099593,5,3588.9851034657663,80,5944.962299564257,6,2.765940860532657,8
23,27635.784105736777,691.6141639552146,3,3295.4445161255567,24,33411.16230856428,6,5.9330805848363655,3
38,67501.43829365555,643.8388491303326,9,2590.7193873411243,105,21825.101550418585,7,5.077132753421696,4
45,81397.00997402078,733.0545383464287,18,2624.271930687309,52,17424.495474063293,4,8.899825079734597,6
62,41741.03853951981,750.188057155313,11,724.1818234744337,109,57688.912261749116,2,1.9002850396043836,1
51,68711.11696749626,694.0248305853746,3,471.98733991727613,75,736.7563560551826,6,3.3196605518036675,7
23,77845.27320740267,615.6815050235492,2,2287.813269071795,58,8897.995925153255,7,7.766190500668377,10
60,71733.5641706016,743.2756109736235,9,1740.0577775846268,82,19648.548965248883,1,1.854879804795809,1
44,73620.12477483114,691.9341597290196,14,3203.294841208436,79,56236.240880751255,6,3.8868797261953016,10
52,55103.99516387397,590.7838416483729,4,2736.615692566751,75,19683.482348115384,3,4.484398546485848,9
42,37449.91324518808,596.088821116089,9,1572.6707278067443,33,24113.79407833178,3,6.60334416906421,4
43,51057.07075232174,771.0168073825187,13,2695.838151395629,78,14962.467506200466,1,2.423193811474281,11
22,48278.857962587506,761.0681547956738,18,1998.1206573340924,97,25379.428678428554,4,8.745440413147385,1
47,58394.81907584908,528.9714114742253,15,4979.921653616835,77,15892.738900453074,2,5.027880119196468,1
62,81865.4181091986,598.5325462845274,10,2963.4907587555485,104,30429.839066498833,2,9.253195406925009,3
22,33763.197436716626,748.4513297372994,16,627.2716155604855,52,31612.809897282415,6,5.210829222705384,3
46,62885.000456347814,678.8904446964171,12,4684.618120263498,78,16488.422557577014,3,3.4753623304666004,7
37,38731.967089642945,722.1109571295256,5,1740.2211952513,87,3117.799428559043,4,2.276459458189074,5
60,45199.06164354457,676.2828352341141,2,1330.315611063797,60,21403.547705386038,4,1.0337058524015634,9
53,71174.81505223684,719.2695494042722,10,5072.423983052225,99,41031.8262263175,4,5.789417364863521,7
29,36201.098932686014,680.350012799926,1,2915.0039893546764,21,7600.091093311858,6,1.964410272342311,6
63,74684.88579405958,653.743504594582,7,3340.9192086465823,13,25008.753355899513,2,4.525549872680604,9
59,32956.7110675055,743.5246297948886,17,3379.672139046581,113,1913.8935498107385,4,6.30344585113378,3
49,73339.6080687632,692.1232769615387,16,2252.8123405146357,101,4402.889982852121,6,3.4811730721243026,1
62,29009.37460842976,719.143322974614,3,1813.1136757764157,38,39505.487529544815,6,2.5770186312950374,8
46,47643.74641486769,689.446875497646,14,2008.8910540747117,49,30373.000739739196,1,7.9724946034840745,1
55,97929.88766259124,650.8185863870112,10,4430.639535092841,92,25234.476950576416,5,9.521120550534585,0
45,94170.92739533773,776.5033586814316,7,2744.5450638481702,13,500.0,4,1.903963760757694,7
44,51749.506949657094,701.2980952854599,17,4075.4980476593637,11,11706.606928449406,5,2.4003129194650707,9
33,67799.21172059803,658.6970813376709,6,2408.265847325802,20,29102.210046300308,2,9.640113915274467,8
27,84081.36037769768,756.6997682191229,4,1593.5397071875066,23,500.0,6,1.3400579963102164,0
56,73625.92348840942,600.7505735672626,17,769.3402313583349,107,14691.71915137105,7,9.79869102895425,6
40,54530.71507090352,814.1770190477591,9,3277.603822184848,10,31499.805659289756,4,1.041800347764899,1
21,45027.29371927334,669.2510145401943,4,4532.917694094369,118,500.0,7,8.863017900861982,5
28,77362.06285915858,603.9191475569974,7,1436.8323901041992,119,500.0,3,3.765926628889746,10
36,82614.06617229003,794.3564809074539,2,3116.047082365624,15,500.0,2,9.44729972359567,4
34,94314.03668788777,652.2099432156325,17,849.2611411830992,80,25017.278174172687,1,3.852507597720269,0
32,26255.01153093858,694.5946741913376,8,1833.1639875257306,65,11645.022067056467,1,6.888756893806504,1
43,34937.50423597895,723.0614444863678,15,2821.524142449457,46,33170.72939694672,5,1.72029312789343,1
35,83238.4720429416,751.0503516596087,15,426.0470971955174,17,21815.275778519223,6,3.180968303083651,9
48,28969.389064996463,697.9864738232939,8,2478.372096724741,16,48208.0207690706,5,7.963114118313257,9
54,84770.99909823865,641.1610755001977,16,1495.9594318994255,89,1437.7670262597749,3,5.758172683109377,5
22,55701.34988029216,693.1395514000395,19,3225.7110708859286,78,24976.575576636475,3,9.351721556083403,10
52,49581.72361326631,654.8410672800967,11,2301.519229415764,24,8071.778434630247,1,4.858762675072189,11
43,64108.57192542939,694.9407005818714,2,3627.3268233610997,54,29003.190487220443,7,8.828311292325306,0
42,33092.63095529002,777.6889727454115,17,2164.482055906222,40,21799.0383540926,4,5.0405989373041376,10
45,76480.29661196703,725.3555114986276,16,865.1445762045889,96,5103.187642694289,1,9.813234508317867,3
42,93792.73995389394,692.3987862859003,15,715.6479027564817,92,17642.71630836686,1,9.638509432589892,11
42,77411.52431628483,724.3094499563804,13,209.18859573043665,73,21096.47115817476,7,3.962230350004723,9
62,55069.826148917185,728.6048391145512,15,3259.5493991319872,41,11010.365900071623,7,8.973313033751229,10
26,29239.28584469118,615.3275538218764,4,5569.277103122793,16,30907.508224753656,3,8.628502367940843,4
35,30008.25087594134,682.5033626729419,16,3022.285764622158,103,4533.610749966279,7,2.8961235759480655,1
63,33407.133955213845,833.7516595599509,12,4506.456258405209,44,51365.12837049745,5,6.6186136070494275,1
57,59754.434457753654,752.769259101912,4,3860.287948946824,58,34305.35450940282,3,1.6541408403083337,6
53,62268.00126545209,649.793866450328,3,1877.996788151097,6,25231.116785803046,7,8.530396485251154,6
28,77368.87021481991,643.8075262329427,17,4018.379177188751,54,62679.71412045786,6,2.5709129515314686,5
64,24079.420270338487,641.8084566094639,18,1925.710370184982,45,15360.517611601026,3,1.6373323124718806,0
64,86224.20460784799,731.9791970157235,18,1949.5505565539693,49,29170.638013465206,3,4.601971859849301,11
25,73888.12637890741,776.458455266973,17,2249.689208876428,107,23340.206953988116,1,6.192299247396791,11
59,53463.274138757304,714.9300226688035,12,2306.5623732074437,110,31962.015398117364,4,8.69425262703794,2
24,36204.769165358,689.429740992129,4,3293.6433558233766,13,42441.74550599931,1,9.768182729695628,8
26,84982.81283382238,653.3506785420337,12,1694.9359169310335,66,28234.240649170388,2,4.955432613128773,9
52,53998.12077525232,699.7623887350117,15,3566.923334299572,90,35626.90842972799,3,1.544022306867432,0
50,59599.622013111424,630.7926967942274,16,3549.6928996377646,51,11744.180144801128,7,7.742040211232836,1
55,67672.23941575864,563.8540671673256,5,2911.556238933382,9,16907.747773043022,7,6.086559306015437,7
60,41736.02188436777,778.2095414067469,15,4827.534290328934,80,44574.31340394505,7,5.0310221036001685,6
36,54356.38841949502,619.6512397782734,17,4044.8711783899703,5,28952.8424529404,3,3.783419909129707,8
33,77306.3380404076,660.5100575798408,18,3783.675148240558,48,23724.85467287283,7,5.521586750591821,9
62,75281.9215699255,719.3814470377574,5,2579.384049451902,26,8701.336863747241,2,4.0481164401132785,11
50,75462.14413390475,766.0680121607633,13,2922.1193653771907,42,34498.94121702426,3,7.813106809726243,11
39,36896.40497719136,695.4278391451173,19,3128.5688357053045,119,8278.018685263096,7,5.89504326843377,3
37,55268.39298541718,608.3773407403503,13,2515.8896482331265,23,3857.5121634484112,3,8.891629967387008,3
39,52072.1232990439,661.919213018507,18,2049.3166476298347,84,21723.88626543382,6,5.891895231844979,6
48,68503.57684549404,639.2908756984953,14,200.0,35,500.0,3,3.1443617200593703,0
46,66713.15979297795,677.7073383517208,4,3361.3184909497877,119,29166.15074556462,2,8.6598269400893,9
57,63108.54661485873,753.9190682761781,4,3749.736660260025,71,25654.162951119324,1,6.014971404370395,11
46,109314.67910839859,527.7566842358069,19,1106.6573726117967,91,14707.946620462093,3,2.861569343292051,8
43,54183.878397119246,655.3166101983505,13,3226.20237966459,46,16068.227621599439,4,6.611570289605999,1
29,51843.538278629116,650.9570218167789,12,1790.167986018971,86,18210.18643000402,2,4.219450884481848,0
32,36865.00659327888,604.5943193062616,7,2060.164981111512,30,8163.089336789875,5,8.599650510628592,6
21,29243.05348142259,715.1294446249769,12,4072.9126328360244,17,22768.589412474397,6,5.079697647818885,5
21,35593.652455684496,595.1014476874371,4,1311.2387317431835,62,16259.076044217274,2,7.537972222966751,11
54,45626.361491134405,602.0063432422205,2,1309.4226535681357,22,21686.78229932928,1,1.8598258687261344,2
52,86201.46188875705,731.0641528412368,2,4665.801238772798,71,17664.071219978854,7,4.564219116721116,0
45,60783.27808723717,770.0342821377601,5,2325.3319617563398,91,14712.069912631288,7,9.849172928251589,11
60,63866.61333905467,675.4341938832824,10,3995.8547118772813,7,24177.389351564558,2,8.276142605294336,4
21,58074.53383595807,606.956232860644,10,581.5565658052785,59,31716.49764397266,5,2.439467221302358,9
36,67306.01986043577,637.666754493305,9,677.6760764909764,93,12128.46282248154,7,3.4998764452952957,3
59,88041.44294435687,740.4801168347027,13,1404.4665813058946,95,25932.099374689366,6,3.9683422797072496,4
25,20121.38327463928,686.9862944398036,7,1922.2470681607733,62,27791.456157712862,4,6.853290044459011,0
42,84366.7463117076,673.9376733870846,5,816.0560840162655,112,742.0417699014433,5,7.8129528354069,0
49,15000.0,698.7829825947888,10,2943.1557717159994,67,34648.167127307126,2,7.745739479271188,4
23,60564.05423043855,677.7404033884735,10,3021.5130023881384,95,50846.76995983983,5,5.5888665067576255,5
32,103838.1470948883,772.742737859553,6,1422.228546593755,56,18678.564640061817,7,8.297384840543362,4
46,73613.15879063089,635.051404118384,19,1517.6815607310377,107,17432.068869439554,7,4.933702744817276,1
36,67461.17870641273,628.1624529898872,8,1675.8622793781265,93,16804.907576069785,2,2.1149250876600574,8
57,100038.91933605947,596.9927889158806,1,1102.1370413283505,28,29309.086321989555,7,6.07997657488432,4
42,45938.74203997712,647.6007418564586,17,200.0,76,27661.677899747177,7,9.57071246140996,10
49,68679.34844930095,614.4814715200307,7,2397.9516326261614,13,500.0,4,8.136942862532603,10
34,71562.34194947786,693.0845305191634,14,1983.4747687588278,114,7008.184246487572,4,6.208305829230182,4
48,49551.957315459484,681.2568419315086,17,2106.2249862081117,41,27609.69274837531,1,6.821250943141872,9
25,51317.79641008039,615.2554699959214,9,1285.8357747894738,98,17824.673451803734,4,9.375058243320154,8
50,49124.41133553321,715.3483615416784,17,3472.5969989803207,87,2508.231391407204,3,4.855085149914644,2
25,61746.29948017128,771.0087720277925,5,5410.469907300498,57,42503.90270432025,5,3.9825472504837363,4
32,70933.83211542627,701.4703009202614,8,1499.0981727746134,84,8004.3010061302975,5,9.79517408500404,11
36,62464.60545829324,527.3901090226716,6,4179.635366766817,28,20536.656829953918,2,8.770988201593001,4
46,74189.2363485971,799.2278582402063,11,2939.979774576753,112,17427.2133285654,4,3.9073922615674217,1
46,20617.054280529053,724.8154081442635,19,2542.503870138921,25,3819.667985741631,1,5.174025376248306,10
41,55634.976725143264,797.3850951913071,4,2087.0527161246023,104,22774.3220327065,7,4.735703161070191,3
59,39531.613792987075,745.44341516899,18,2400.1397557192095,44,25881.603252491295,1,2.341861108042905,10
56,66034.45025365797,757.4309251322336,1,3879.5088276383512,107,12984.859522555584,1,9.620373914319332,10
53,65738.34857344646,692.3160136160651,13,1134.3028468521852,115,14957.116034157767,6,4.638811880977829,1
50,57687.55770085089,664.2622392686101,14,2169.9919226182583,66,29007.3056414392,7,8.87796174374117,4
57,70205.58021064142,702.4088712639297,1,3998.8002493870035,74,500.0,3,2.7042060491259856,9
43,79956.25436528055,637.4728951852077,11,3680.457632233597,73,7324.942246284183,4,5.930837295734978,11
30,58789.589553873826,706.0328510540139,17,1152.8968732597077,18,23201.523447985688,7,1.2156524661184283,1
25,38966.10223800596,522.3928245589574,4,2280.889746662746,113,12098.919095148254,1,7.877984354580777,9
56,28374.848581610382,682.5759347128648,12,3373.6094174008326,46,11884.564044058227,7,6.228225084216505,8
54,60722.203506602564,760.680567206128,10,3296.1137431853163,54,33525.388192942526,3,6.630306251227774,9
51,64837.33403027082,685.658514735738,6,3670.1614254919455,65,10500.135769434772,5,1.465487942991881,5
30,40609.522209600414,783.6489642818592,1,2961.1430658007575,8,49687.67376670735,2,2.8993449718775386,7
39,74515.33646326065,664.1752767290836,7,3162.3437775949405,76,500.0,4,1.6689778511822215,8
52,50820.86228350853,740.1590547792697,16,2911.3557063125904,92,500.0,4,3.600228842234306,7
21,26871.34269657699,627.303795579598,14,4395.6796930334685,79,33184.04242202686,6,6.646951069139359,4
25,85128.72684690378,737.7173971733228,6,1993.8265846825382,21,5240.731109419277,5,6.095673858856377,4
24,82879.75838404326,693.955694493669,5,2557.8293955342606,118,5493.896175905085,4,6.509348394520512,5
36,19688.011266738038,666.8149702494363,18,1282.0374012187488,89,34770.99910729515,6,5.943261442401049,0
44,48747.994366926156,525.5670730961348,15,1045.5738798347052,61,12540.971209303085,6,3.4572591610827343,10
36,47968.32637171447,664.737393451667,6,2889.948041270057,94,33655.42723797357,6,3.200567476099827,7
22,92789.77318835005,692.8071811567886,19,1630.9764808697773,111,10843.82085871311,4,2.2335371518292315,1
48,58014.14579916687,729.7225661131951,1,2430.7772765231725,52,25437.972829629594,4,8.64163787413143,5
52,30082.436038891647,773.656987945944,1,4441.299172629051,48,12328.662800323684,4,6.5483142268712005,8
47,77642.09564481757,802.1019620819546,13,4371.925242847385,49,6202.815861945675,3,2.678599112536538,2
40,35384.48908467838,754.776040587379,3,5168.85373442596,95,45959.02036302077,6,2.594884418391156,1
44,54793.190185564774,646.2745804817483,10,4465.183010078946,84,36746.932645397384,3,8.85732041373523,9
32,44604.62244238246,661.7117546289356,3,5383.621830142588,94,9100.3897560098,2,7.684577773869874,4
55,48790.8980344012,724.334928262621,9,3023.8356013750736,37,17324.05944778342,4,6.934591719148343,10
53,78745.16179127878,711.1768675908681,8,1416.3753008264998,35,42143.4019761692,7,4.661776967853698,8
53,90426.60322664332,777.7007575634817,3,1299.5289166174236,116,5176.693774077172,5,3.357780078506658,5
63,34512.625072412426,828.7633651225947,13,4175.596728929823,51,5988.379447878673,1,9.815056868015414,7
57,72521.52851015635,816.0308117058934,6,2561.951803372504,10,27050.90708457282,2,8.175156175205203,7
32,45344.927406200084,769.6362919879007,13,2651.357819015219,112,54057.41840391831,7,3.716013008226488,6
23,45966.56179951849,711.6741589365738,12,1841.114694455424,76,20807.47327801174,1,8.628083166506453,4
21,69812.7244284543,760.9595037767507,13,1984.9912724208607,75,35747.16859230051,1,7.8303875375321335,1
53,39441.9446857261,779.6864608237038,2,2960.5111477323107,38,4738.403655669981,4,3.6737249489019854,9
60,69412.0520155009,671.1619761646989,16,1233.731811851156,112,25415.7851290405,5,4.838975688174758,9
30,74602.2671301947,648.0403416494744,6,2808.5661589697147,57,14605.779322226583,1,2.67358100851924,4
63,51349.354766019635,633.9547399956995,19,4313.296234162155,18,47999.37617940123,6,1.9994719994029841,11
64,86541.56204027333,627.4169159932818,13,200.0,20,43980.36266619696,7,7.504858295557271,6
49,34543.50775876986,597.0802806444085,17,650.4257463074637,47,54191.25105277043,1,3.4076067161848,11
33,86908.12381223345,694.9941025470637,9,3310.73195380367,77,9567.66066353888,2,8.380534291716282,11
32,21120.251410297344,620.0148319347121,17,4136.761448393036,78,20532.473111089126,5,9.960478403629835,6
51,113994.28280839018,632.9886689518771,2,1912.1287238323819,85,25627.50386486092,5,1.689578325366838,10
22,51875.95522756335,722.0753335506037,19,200.0,16,10152.985455111735,1,5.257316125753302,1
55,36753.85687224765,690.8965439752105,19,4218.309008728902,74,21965.827995911044,5,8.218563033797228,6
43,55346.56182960003,705.7774964380204,7,1526.7218177025707,23,33634.67054538244,2,8.100558068871102,5
37,39070.44114751143,761.9089257135249,10,2066.504388486865,111,11744.517084027437,7,7.839974424978716,6
46,67739.30597709084,731.8717945124478,10,2882.853846783732,45,9449.653103944616,2,4.140954417717198,10
28,87353.14662940294,771.1331948871598,9,1700.2799537070912,57,8455.163357452002,2,5.084679301165471,7
49,40130.87547886645,684.7985896866842,17,1448.6443274113662,33,500.0,6,6.354715216073232,3
46,71587.98478348006,776.7074354787437,15,1470.6397689230935,74,32809.893006402766,4,9.765465252159315,0
30,29345.29262208481,701.5842058614476,2,4729.51427311322,63,9414.974964111794,1,3.947925438446436,7
46,80659.09466457224,690.1223756657122,4,3891.536306110337,93,7833.390046267998,7,9.308294989451719,7
54,68324.72733855191,767.6915723765902,19,3189.420808740618,68,27936.04752759111,5,3.424212263624447,2
61,81523.6664266064,627.6707792484023,17,200.0,28,19840.75968676229,2,9.901670189263342,2
27,57553.06194717789,801.4160340525485,5,3193.830274066704,93,12117.044598423547,1,7.0323731814483255,4
24,51296.868042904964,663.0739987977629,7,3129.040250091363,20,32159.432159990032,7,5.171603323226958,2
31,76322.34872114666,606.9135217070407,18,966.240231777801,56,11518.30802138865,7,6.520513852572444,4
49,33839.029568831626,719.2101171233518,7,2810.452160168599,84,500.0,1,3.452780521361861,7
56,25143.513365328494,657.3607093929044,17,3761.790995510427,10,39998.6448305872,4,3.4675647176031994,0
45,59900.76031919924,801.548425514675,7,3183.2391023125283,41,7577.067864660072,6,2.0219908945914447,1
41,52208.06786282415,654.0259508728911,4,1683.796717959729,89,9215.687317171027,5,2.026452679348589,1
56,71076.66663563091,698.8669350411177,8,2515.917571700768,8,9281.94408532926,6,4.129045673220202,11
30,81831.02848627995,594.4644010713138,13,3376.4283174414386,102,20894.014834619542,7,7.865699301067345,3
57,70660.28158302278,728.7748546938483,4,2571.342441061179,96,15886.36314190564,5,6.471740508383462,8
29,80238.06623653491,633.3565954484657,6,4005.141866928274,42,34821.066692872075,7,1.9232610429791874,1
44,66421.04666664328,721.5994814199561,5,2974.8178682081307,45,44676.70988765606,2,8.670128724783199,11
55,69891.91496642197,654.2992856176483,12,3403.5071983453972,96,9812.00782351449,2,6.412308642910598,10
55,57666.855803354585,557.183918796632,4,3485.680776390112,85,5929.888639523742,1,9.647700191063018,11
56,69300.90922030364,687.871405420633,9,1219.9807560329643,18,12171.479379692446,5,7.031669206700868,8
38,63333.05657127027,685.1857110247062,4,2559.983242428015,75,26585.874369804547,5,2.5765737733376293,6
59,66503.53593058127,732.8642944173569,19,2101.174631777242,90,18254.585468561276,7,5.2640502607704,9
52,56665.51933826322,773.3600343103523,14,3752.6151937684945,55,12493.827346857288,6,6.836478377924838,7
44,76178.58400942596,794.7445645950079,5,3055.8796560448295,69,544.842548503053,2,1.2543823094497992,0
43,45790.94900330097,731.8492528082531,18,2274.1450454732917,97,500.0,3,1.134192377393271,4
52,59633.01958191787,696.7171515239551,10,961.7783158688042,56,4929.23667197851,1,2.164627005387111,8
57,86235.67800415152,594.3599846290721,19,583.7100014553507,99,38966.23792777819,5,3.2649799154092367,11
32,41025.563541577496,692.1212562194004,12,2872.411143933944,34,26539.891595962952,4,4.8659421116860795,3
33,16763.09076494738,692.896410196336,18,1639.344787319848,61,17126.970158936998,4,5.386964263838095,1
43,67329.14332595943,668.0815844206384,17,3299.3517617166794,83,30946.801948360844,3,2.242248480441071,5
45,54860.910192930016,717.9780590360485,11,528.2316819085283,86,681.7526734787134,2,7.060524212042477,1
55,80217.24480743679,747.3143426589281,3,4411.541437850668,103,20851.25077333433,2,6.365242555268813,2
61,57389.69840206012,630.895764168279,17,3296.6369079180095,118,500.0,2,3.650176889570442,7
50,47913.21856873376,629.9609387480319,1,2619.022107973273,34,25190.285392302234,6,1.1229389509176282,2
37,58483.65208363573,671.6424792934023,15,4519.670723683278,102,23892.727640681427,7,1.6988312381796167,1
40,81861.37173226422,643.0862485575246,9,3638.101521065363,46,24249.62334782973,4,4.525252979597555,5
45,71507.3925438475,581.5248078584082,15,1929.9961136595475,15,37514.27119939739,2,2.3857691604911553,2
42,15000.0,620.2044358206228,3,2593.091571733995,31,31639.92194793666,4,4.391376455331738,0
33,63715.34984173543,606.0607311777535,19,200.0,28,1866.2957700910338,3,6.653643440593196,11
39,64715.2426480281,752.5070304810891,13,3777.0283726586213,103,37740.78991821017,1,5.925136850913551,2
56,59635.00069598961,782.1696203605567,12,2144.857986409934,43,16858.220775220045,7,3.080582948236548,5
32,47782.20216862822,614.2739925623248,1,200.0,76,500.0,6,4.0944024213287715,2
61,83890.6374901289,712.7644107882267,17,1081.7937167092102,119,18368.665626382928,5,6.526280786037855,8
39,84880.67896269723,732.410985468185,13,3545.094458139292,22,29706.936352135177,3,8.747695252391038,6
32,15936.790783482764,590.4638728004081,1,4436.563258043384,81,4792.221545810717,7,7.778920948649895,4
29,44040.81044517111,689.6587368307399,10,2524.5106227017045,49,39992.87365560784,4,5.980600241500735,1
27,57105.3869742856,832.0109699207916,15,1321.5383896085277,92,6150.251612717559,3,4.260636984848376,8
48,78970.1640743334,720.6288119814578,7,795.1003723850777,119,12783.62063696569,5,4.285461497876248,4
34,60697.05752783533,665.2819675200482,18,4197.537541769329,91,10028.936963883963,7,8.914755792379564,6
51,46328.123996701535,646.3888084869075,16,3039.3613341366727,16,500.0,6,1.3531921843649175,8
39,74190.6715461475,558.6523049167463,14,2103.8324552263043,53,5102.99565919453,1,9.891843799782349,3
36,55773.27828898015,708.2284193670039,18,1818.0738567093508,98,9322.110432413452,5,6.97937869766406,8
25,57651.9828169008,796.8690072352589,7,3306.195565280354,35,18048.41699230425,7,7.130239291651515,0
55,59456.831331918474,631.1873747361248,17,3273.1821928856325,96,500.0,6,1.3419805357426795,11
32,71486.16881676968,563.8649192289763,18,1424.0987038528654,26,30748.295350397428,4,6.44976347402145,5
45,53829.00796652425,640.1465491188065,12,1129.1530109188693,48,30600.105521655067,5,5.363002540814023,1
41,73738.92985294445,732.8959847586925,8,1189.7167651438065,96,37721.91868384066,3,1.9520101620466028,7
56,58538.62063185855,654.2899997106749,2,1938.130503430772,68,500.0,2,3.5012980969242316,4
43,38659.668271642484,630.7719144252147,7,1672.2574557006924,81,15607.52870252246,3,9.01283010592286,2
